,datetime,latitude,longitude,station_id,depth,parameter,value,quality,unit,instrument,method,depth_unit
118,2022-02-27T02:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH,7.67,1,pH,YSI 6600v2,,m
119,2022-02-27T02:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_external,7.522,1,pH,YSI 6600v2,,m
120,2022-02-27T02:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_internal,7.5067,1,pH,YSI 6600v2,,m
121,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,,2.1,1,microg/L,YSI 6600v2,,m
122,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,conductivity,52.12,1,mS/cm,YSI 6600v2,,m
123,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_concentration,9.21,1,mg/L,YSI 6600v2,,m
124,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_saturation,98.9,1,%,YSI 6600v2,,m
125,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,salinity,33.99,1,PSU,YSI 6600v2,,m
126,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_pressure,1.42,1,decibars,YSI 6600v2,,m
127,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_temperature,8.87,1,C,YSI 6600v2,,m
128,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,turbidity,9999.9,4,ntu,YSI 6600v2,,m
129,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH,7.66,1,pH,YSI 6600v2,,m
130,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_external,7.5224,1,pH,YSI 6600v2,,m
131,2022-02-27T02:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_internal,7.5071,1,pH,YSI 6600v2,,m
132,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,,2.1,1,microg/L,YSI 6600v2,,m
133,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,conductivity,52.12,1,mS/cm,YSI 6600v2,,m
134,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_concentration,9.09,1,mg/L,YSI 6600v2,,m
135,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_saturation,97.6,1,%,YSI 6600v2,,m
136,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,salinity,33.99,1,PSU,YSI 6600v2,,m
137,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_pressure,1.52,1,decibars,YSI 6600v2,,m
138,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_temperature,8.86,1,C,YSI 6600v2,,m
139,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,turbidity,9999.9,4,ntu,YSI 6600v2,,m
140,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH,7.65,1,pH,YSI 6600v2,,m
141,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_external,7.5215,1,pH,YSI 6600v2,,m
142,2022-02-27T03:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_internal,7.5056,1,pH,YSI 6600v2,,m
143,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,,2.0,1,microg/L,YSI 6600v2,,m
144,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,conductivity,52.12,1,mS/cm,YSI 6600v2,,m
145,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_concentration,9.05,1,mg/L,YSI 6600v2,,m
146,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_saturation,97.1,1,%,YSI 6600v2,,m
147,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,salinity,33.99,1,PSU,YSI 6600v2,,m
148,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_pressure,1.74,1,decibars,YSI 6600v2,,m
149,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_temperature,8.86,1,C,YSI 6600v2,,m
150,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,turbidity,9999.9,4,ntu,YSI 6600v2,,m
151,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH,7.65,1,pH,YSI 6600v2,,m
152,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_external,7.522,1,pH,YSI 6600v2,,m
153,2022-02-27T03:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_internal,7.5059,1,pH,YSI 6600v2,,m
154,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,,1.9,1,microg/L,YSI 6600v2,,m
155,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,conductivity,52.12,1,mS/cm,YSI 6600v2,,m
156,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_concentration,8.89,1,mg/L,YSI 6600v2,,m
157,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_saturation,95.4,1,%,YSI 6600v2,,m
158,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,salinity,33.99,1,PSU,YSI 6600v2,,m
159,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_pressure,1.77,1,decibars,YSI 6600v2,,m
160,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_temperature,8.86,1,C,YSI 6600v2,,m
161,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,turbidity,9999.9,4,ntu,YSI 6600v2,,m
162,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH,7.63,1,pH,YSI 6600v2,,m
163,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_external,7.5212,1,pH,YSI 6600v2,,m
164,2022-02-27T03:30:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_internal,7.5053,1,pH,YSI 6600v2,,m
165,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,,2.0,1,microg/L,YSI 6600v2,,m
166,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,conductivity,52.12,1,mS/cm,YSI 6600v2,,m
167,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_concentration,8.93,1,mg/L,YSI 6600v2,,m
168,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_saturation,95.9,1,%,YSI 6600v2,,m
169,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,salinity,33.99,1,PSU,YSI 6600v2,,m
170,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_pressure,2.05,1,decibars,YSI 6600v2,,m
171,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_temperature,8.85,1,C,YSI 6600v2,,m
172,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,turbidity,9999.9,4,ntu,YSI 6600v2,,m
173,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH,7.65,1,pH,YSI 6600v2,,m
174,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_external,7.5217,1,pH,YSI 6600v2,,m
175,2022-02-27T03:45:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_internal,7.5059,1,pH,YSI 6600v2,,m
176,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,,2.7,1,microg/L,YSI 6600v2,,m
177,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,conductivity,52.12,1,mS/cm,YSI 6600v2,,m
178,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_concentration,8.86,1,mg/L,YSI 6600v2,,m
179,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_saturation,95.1,1,%,YSI 6600v2,,m
180,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,salinity,33.99,1,PSU,YSI 6600v2,,m
181,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_pressure,1.74,1,decibars,YSI 6600v2,,m
182,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_temperature,8.85,1,C,YSI 6600v2,,m
183,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,turbidity,9999.9,4,ntu,YSI 6600v2,,m
184,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH,7.63,1,pH,YSI 6600v2,,m
185,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_external,7.5218,1,pH,YSI 6600v2,,m
186,2022-02-27T04:00:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH_internal,7.5059,1,pH,YSI 6600v2,,m
187,2022-02-27T04:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,,2.6,1,microg/L,YSI 6600v2,,m
188,2022-02-27T04:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,conductivity,52.12,1,mS/cm,YSI 6600v2,,m
189,2022-02-27T04:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_concentration,8.8,1,mg/L,YSI 6600v2,,m
190,2022-02-27T04:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,oxygen_saturation,94.5,1,%,YSI 6600v2,,m
191,2022-02-27T04:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,salinity,33.99,1,PSU,YSI 6600v2,,m
192,2022-02-27T04:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_pressure,2.07,1,decibars,YSI 6600v2,,m
193,2022-02-27T04:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,water_temperature,8.85,1,C,YSI 6600v2,,m
194,2022-02-27T04:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,turbidity,9999.9,4,ntu,YSI 6600v2,,m
195,2022-02-27T04:15:00Z,41.055,-124.14703,edu_humboldt_tdp,0.0,pH,7.65,1,pH,YSI 6600v2,,m
