,station_id,parameter,unit,instrument,method,equipment_id
413,OSU_CB06,H1_Salinity,PSU,,,
414,OSU_CB06,H1_TCO2,micromol/kg,,,
415,OSU_CB06,H1_Turbidity,NTU,,,
416,OSU_CB06,H1_WaterDepth,ft,,,
417,OSU_CB06,H1_WaterLevel,ft,,,
418,OSU_CB06,H1_WaterTemp,C,,,
419,OSU_CB06,H1_WaveHght,ft,,,
420,OSU_CB06,H2_CO2,microatm,,,
421,OSU_CB06,H4_Oxygen,micromol/kg,,,
422,OSU_CB06,H1_pH,pH,,,
423,OSU_NH10,A1_AirTemp,C,,,
424,OSU_NH10,A1_BarPress,inHg,,,
425,OSU_NH10,A1_CO2Air,ppm,,,
426,OSU_NH10,H1_AlkalinityTot,micromol/kg,,,
427,OSU_NH10,H1_CO2,ppm,,,
428,OSU_NH10,H1_Chlorophyll,microg/L,,,
429,OSU_NH10,H1_Conductiv,mS/cm,,,
430,OSU_NH10,H1_Oxygen,mg/L,,,
431,OSU_NH10,H1_OxygenSat,%,,,
432,OSU_NH10,H1_Pressure,decibars,,,
433,OSU_NH10,H1_Salinity,PSU,,,
434,OSU_NH10,H1_TCO2,micromol/kg,,,
435,OSU_NH10,H1_Turbidity,NTU,,,
436,OSU_NH10,H1_WaterDepth,ft,,,
437,OSU_NH10,H1_WaterLevel,ft,,,
438,OSU_NH10,H1_WaterTemp,C,,,
439,OSU_NH10,H1_WaveHght,ft,,,
440,OSU_NH10,H2_CO2,microatm,,,
441,OSU_NH10,H4_Oxygen,micromol/kg,,,
442,OSU_NH10,H1_pH,pH,,,
443,PMELCO2_cce1,A1_AirTemp,C,,,
444,PMELCO2_cce1,A1_BarPress,inHg,,,
445,PMELCO2_cce1,A1_CO2Air,ppm,,,
446,PMELCO2_cce1,H1_AlkalinityTot,micromol/kg,,,
447,PMELCO2_cce1,H1_CO2,ppm,,,
448,PMELCO2_cce1,H1_Chlorophyll,microg/L,,,
449,PMELCO2_cce1,H1_Conductiv,mS/cm,,,
450,PMELCO2_cce1,H1_Oxygen,mg/L,,,
451,PMELCO2_cce1,H1_OxygenSat,%,,,
452,PMELCO2_cce1,H1_Pressure,decibars,,,
453,PMELCO2_cce1,H1_Salinity,PSU,,,
454,PMELCO2_cce1,H1_TCO2,micromol/kg,,,
455,PMELCO2_cce1,H1_Turbidity,NTU,,,
456,PMELCO2_cce1,H1_WaterDepth,ft,,,
457,PMELCO2_cce1,H1_WaterLevel,ft,,,
458,PMELCO2_cce1,H1_WaterTemp,C,,,
459,PMELCO2_cce1,H1_WaveHght,ft,,,
460,PMELCO2_cce1,H2_CO2,microatm,,,
461,PMELCO2_cce1,H4_Oxygen,micromol/kg,,,
462,PMELCO2_cce1,H1_pH,pH,,,
463,PMELCO2_cce2,A1_AirTemp,C,,,
464,PMELCO2_cce2,A1_BarPress,inHg,,,
465,PMELCO2_cce2,A1_CO2Air,ppm,,,
466,PMELCO2_cce2,H1_AlkalinityTot,micromol/kg,,,
467,PMELCO2_cce2,H1_CO2,ppm,,,
468,PMELCO2_cce2,H1_Chlorophyll,microg/L,,,
469,PMELCO2_cce2,H1_Conductiv,mS/cm,,,
470,PMELCO2_cce2,H1_Oxygen,mg/L,,,
471,PMELCO2_cce2,H1_OxygenSat,%,,,
472,PMELCO2_cce2,H1_Pressure,decibars,,,
473,PMELCO2_cce2,H1_Salinity,PSU,,,
474,PMELCO2_cce2,H1_TCO2,micromol/kg,,,
475,PMELCO2_cce2,H1_Turbidity,NTU,,,
476,PMELCO2_cce2,H1_WaterDepth,ft,,,
477,PMELCO2_cce2,H1_WaterLevel,ft,,,
478,PMELCO2_cce2,H1_WaterTemp,C,,,
479,PMELCO2_cce2,H1_WaveHght,ft,,,
480,PMELCO2_cce2,H2_CO2,microatm,,,
481,PMELCO2_cce2,H4_Oxygen,micromol/kg,,,
482,PMELCO2_cce2,H1_pH,pH,,,
483,PMELCO2_alawai,A1_AirTemp,C,,,
484,PMELCO2_alawai,A1_BarPress,inHg,,,
485,PMELCO2_alawai,A1_CO2Air,ppm,,,
486,PMELCO2_alawai,H1_AlkalinityTot,micromol/kg,,,
487,PMELCO2_alawai,H1_CO2,ppm,,,
488,PMELCO2_alawai,H1_Chlorophyll,microg/L,,,
489,PMELCO2_alawai,H1_Conductiv,mS/cm,,,
490,PMELCO2_alawai,H1_Oxygen,mg/L,,,
491,PMELCO2_alawai,H1_OxygenSat,%,,,
492,PMELCO2_alawai,H1_Pressure,decibars,,,
493,PMELCO2_alawai,H1_Salinity,PSU,,,
494,PMELCO2_alawai,H1_TCO2,micromol/kg,,,
495,PMELCO2_alawai,H1_Turbidity,NTU,,,
496,PMELCO2_alawai,H1_WaterDepth,ft,,,
497,PMELCO2_alawai,H1_WaterLevel,ft,,,
498,PMELCO2_alawai,H1_WaterTemp,C,,,
499,PMELCO2_alawai,H1_WaveHght,ft,,,
500,PMELCO2_alawai,H2_CO2,microatm,,,
501,PMELCO2_alawai,H4_Oxygen,micromol/kg,,,
502,PMELCO2_alawai,H1_pH,pH,,,
503,PMELCO2_crimp,A1_AirTemp,C,,,
504,PMELCO2_crimp,A1_BarPress,inHg,,,
505,PMELCO2_crimp,A1_CO2Air,ppm,,,
506,PMELCO2_crimp,H1_AlkalinityTot,micromol/kg,,,
507,PMELCO2_crimp,H1_CO2,ppm,,,
508,PMELCO2_crimp,H1_Chlorophyll,microg/L,,,
509,PMELCO2_crimp,H1_Conductiv,mS/cm,,,
510,PMELCO2_crimp,H1_Oxygen,mg/L,,,
511,PMELCO2_crimp,H1_OxygenSat,%,,,
512,PMELCO2_crimp,H1_Pressure,decibars,,,
513,PMELCO2_crimp,H1_Salinity,PSU,,,
514,PMELCO2_crimp,H1_TCO2,micromol/kg,,,
515,PMELCO2_crimp,H1_Turbidity,NTU,,,
516,PMELCO2_crimp,H1_WaterDepth,ft,,,
517,PMELCO2_crimp,H1_WaterLevel,ft,,,
518,PMELCO2_crimp,H1_WaterTemp,C,,,
519,PMELCO2_crimp,H1_WaveHght,ft,,,
520,PMELCO2_crimp,H2_CO2,microatm,,,
521,PMELCO2_crimp,H4_Oxygen,micromol/kg,,,
522,PMELCO2_crimp,H1_pH,pH,,,
523,PMELCO2_kaneohe,A1_AirTemp,C,,,
524,PMELCO2_kaneohe,A1_BarPress,inHg,,,
525,PMELCO2_kaneohe,A1_CO2Air,ppm,,,
526,PMELCO2_kaneohe,H1_AlkalinityTot,micromol/kg,,,
527,PMELCO2_kaneohe,H1_CO2,ppm,,,
528,PMELCO2_kaneohe,H1_Chlorophyll,microg/L,,,
529,PMELCO2_kaneohe,H1_Conductiv,mS/cm,,,
530,PMELCO2_kaneohe,H1_Oxygen,mg/L,,,
531,PMELCO2_kaneohe,H1_OxygenSat,%,,,
532,PMELCO2_kaneohe,H1_Pressure,decibars,,,
533,PMELCO2_kaneohe,H1_Salinity,PSU,,,
534,PMELCO2_kaneohe,H1_TCO2,micromol/kg,,,
535,PMELCO2_kaneohe,H1_Turbidity,NTU,,,
536,PMELCO2_kaneohe,H1_WaterDepth,ft,,,
537,PMELCO2_kaneohe,H1_WaterLevel,ft,,,
538,PMELCO2_kaneohe,H1_WaterTemp,C,,,
539,PMELCO2_kaneohe,H1_WaveHght,ft,,,
540,PMELCO2_kaneohe,H2_CO2,microatm,,,
541,PMELCO2_kaneohe,H4_Oxygen,micromol/kg,,,
542,PMELCO2_kaneohe,H1_pH,pH,,,
543,PMELCO2_kilonalu,A1_AirTemp,C,,,
544,PMELCO2_kilonalu,A1_BarPress,inHg,,,
545,PMELCO2_kilonalu,A1_CO2Air,ppm,,,
546,PMELCO2_kilonalu,H1_AlkalinityTot,micromol/kg,,,
547,PMELCO2_kilonalu,H1_CO2,ppm,,,
548,PMELCO2_kilonalu,H1_Chlorophyll,microg/L,,,
549,PMELCO2_kilonalu,H1_Conductiv,mS/cm,,,
550,PMELCO2_kilonalu,H1_Oxygen,mg/L,,,
551,PMELCO2_kilonalu,H1_OxygenSat,%,,,
552,PMELCO2_kilonalu,H1_Pressure,decibars,,,
553,PMELCO2_kilonalu,H1_Salinity,PSU,,,
554,PMELCO2_kilonalu,H1_TCO2,micromol/kg,,,
555,PMELCO2_kilonalu,H1_Turbidity,NTU,,,
556,PMELCO2_kilonalu,H1_WaterDepth,ft,,,
557,PMELCO2_kilonalu,H1_WaterLevel,ft,,,
558,PMELCO2_kilonalu,H1_WaterTemp,C,,,
559,PMELCO2_kilonalu,H1_WaveHght,ft,,,
560,PMELCO2_kilonalu,H2_CO2,microatm,,,
561,PMELCO2_kilonalu,H4_Oxygen,micromol/kg,,,
562,PMELCO2_kilonalu,H1_pH,pH,,,
563,PMELCO2_whots,A1_AirTemp,C,,,
564,PMELCO2_whots,A1_BarPress,inHg,,,
565,PMELCO2_whots,A1_CO2Air,ppm,,,
566,PMELCO2_whots,H1_AlkalinityTot,micromol/kg,,,
567,PMELCO2_whots,H1_CO2,ppm,,,
568,PMELCO2_whots,H1_Chlorophyll,microg/L,,,
569,PMELCO2_whots,H1_Conductiv,mS/cm,,,
570,PMELCO2_whots,H1_Oxygen,mg/L,,,
571,PMELCO2_whots,H1_OxygenSat,%,,,
572,PMELCO2_whots,H1_Pressure,decibars,,,
573,PMELCO2_whots,H1_Salinity,PSU,,,
574,PMELCO2_whots,H1_TCO2,micromol/kg,,,
575,PMELCO2_whots,H1_Turbidity,NTU,,,
576,PMELCO2_whots,H1_WaterDepth,ft,,,
577,PMELCO2_whots,H1_WaterLevel,ft,,,
578,PMELCO2_whots,H1_WaterTemp,C,,,
579,PMELCO2_whots,H1_WaveHght,ft,,,
580,PMELCO2_whots,H2_CO2,microatm,,,
581,PMELCO2_whots,H4_Oxygen,micromol/kg,,,
582,PMELCO2_whots,H1_pH,pH,,,
583,PSI_Baycenter,A1_AirTemp,C,,,
584,PSI_Baycenter,A1_BarPress,inHg,,,
585,PSI_Baycenter,A1_CO2Air,ppm,,,
586,PSI_Baycenter,H1_AlkalinityTot,micromol/kg,,,
587,PSI_Baycenter,H1_CO2,ppm,,,
588,PSI_Baycenter,H1_Chlorophyll,microg/L,,,
589,PSI_Baycenter,H1_Conductiv,mS/cm,,,
590,PSI_Baycenter,H1_Oxygen,mg/L,,,
591,PSI_Baycenter,H1_OxygenSat,%,,,
592,PSI_Baycenter,H1_Pressure,decibars,,,
593,PSI_Baycenter,H1_Salinity,PSU,,,
594,PSI_Baycenter,H1_TCO2,micromol/kg,,,
595,PSI_Baycenter,H1_Turbidity,NTU,,,
596,PSI_Baycenter,H1_WaterDepth,ft,,,
597,PSI_Baycenter,H1_WaterLevel,ft,,,
598,PSI_Baycenter,H1_WaterTemp,C,,,
599,PSI_Baycenter,H1_WaveHght,ft,,,
600,PSI_Baycenter,H2_CO2,microatm,,,
601,PSI_Baycenter,H4_Oxygen,micromol/kg,,,
602,PSI_Baycenter,H1_pH,pH,,,
603,PCS_Penncove1,A1_AirTemp,C,,,
604,PCS_Penncove2,A1_BarPress,inHg,,,
605,PCS_Penncove3,A1_CO2Air,ppm,,,
606,PCS_Penncove4,H1_AlkalinityTot,micromol/kg,,,
607,PCS_Penncove5,H1_CO2,ppm,,,
608,PCS_Penncove6,H1_Chlorophyll,microg/L,,,
609,PCS_Penncove7,H1_Conductiv,mS/cm,,,
610,PCS_Penncove8,H1_Oxygen,mg/L,,,
611,PCS_Penncove9,H1_OxygenSat,%,,,
612,PCS_Penncove10,H1_Pressure,decibars,,,
613,PCS_Penncove11,H1_Salinity,PSU,,,
614,PCS_Penncove12,H1_TCO2,micromol/kg,,,
615,PCS_Penncove13,H1_Turbidity,NTU,,,
616,PCS_Penncove14,H1_WaterDepth,ft,,,
617,PCS_Penncove15,H1_WaterLevel,ft,,,
618,PCS_Penncove16,H1_WaterTemp,C,,,
619,PCS_Penncove17,H1_WaveHght,ft,,,
620,PCS_Penncove18,H2_CO2,microatm,,,
621,PCS_Penncove19,H4_Oxygen,micromol/kg,,,
622,PCS_Penncove20,H1_pH,pH,,,
623,CARLSBD_Aquafarm1,A1_AirTemp,C,,,
624,CARLSBD_Aquafarm1,A1_BarPress,inHg,,,
625,CARLSBD_Aquafarm1,A1_CO2Air,ppm,,,
626,CARLSBD_Aquafarm1,H1_AlkalinityTot,micromol/kg,,,
627,CARLSBD_Aquafarm1,H1_CO2,ppm,,,
628,CARLSBD_Aquafarm1,H1_Chlorophyll,microg/L,,,
629,CARLSBD_Aquafarm1,H1_Conductiv,mS/cm,,,
630,CARLSBD_Aquafarm1,H1_Oxygen,mg/L,,,
631,CARLSBD_Aquafarm1,H1_OxygenSat,%,,,
632,CARLSBD_Aquafarm1,H1_Pressure,decibars,,,
633,CARLSBD_Aquafarm1,H1_Salinity,PSU,,,
634,CARLSBD_Aquafarm1,H1_TCO2,micromol/kg,,,
635,CARLSBD_Aquafarm1,H1_Turbidity,NTU,,,
636,CARLSBD_Aquafarm1,H1_WaterDepth,ft,,,
637,CARLSBD_Aquafarm1,H1_WaterLevel,ft,,,
638,CARLSBD_Aquafarm1,H1_WaterTemp,C,,,
639,CARLSBD_Aquafarm1,H1_WaveHght,ft,,,
640,CARLSBD_Aquafarm1,H2_CO2,microatm,,,
641,CARLSBD_Aquafarm1,H4_Oxygen,micromol/kg,,,
642,CARLSBD_Aquafarm1,H1_pH,pH,,,
643,TAF_Dabobbay,A1_AirTemp,C,,,
644,TAF_Dabobbay,A1_BarPress,inHg,,,
645,TAF_Dabobbay,A1_CO2Air,ppm,,,
646,TAF_Dabobbay,H1_AlkalinityTot,micromol/kg,,,
647,TAF_Dabobbay,H1_CO2,ppm,,,
648,TAF_Dabobbay,H1_Chlorophyll,microg/L,,,
649,TAF_Dabobbay,H1_Conductiv,mS/cm,,,
650,TAF_Dabobbay,H1_Oxygen,mg/L,,,
651,TAF_Dabobbay,H1_OxygenSat,%,,,
652,TAF_Dabobbay,H1_Pressure,decibars,,,
653,TAF_Dabobbay,H1_Salinity,PSU,,,
654,TAF_Dabobbay,H1_TCO2,micromol/kg,,,
655,TAF_Dabobbay,H1_Turbidity,NTU,,,
656,TAF_Dabobbay,H1_WaterDepth,ft,,,
657,TAF_Dabobbay,H1_WaterLevel,ft,,,
658,TAF_Dabobbay,H1_WaterTemp,C,,,
659,TAF_Dabobbay,H1_WaveHght,ft,,,
660,TAF_Dabobbay,H2_CO2,microatm,,,
661,TAF_Dabobbay,H4_Oxygen,micromol/kg,,,
662,WCSH_Whiskey1,H1_pH,pH,,,
663,WCSH_Whiskey1,A1_AirTemp,C,,,
664,WCSH_Whiskey1,A1_BarPress,inHg,,,
665,WCSH_Whiskey1,A1_CO2Air,ppm,,,
666,WCSH_Whiskey1,H1_AlkalinityTot,micromol/kg,,,
667,WCSH_Whiskey1,H1_CO2,ppm,,,
668,WCSH_Whiskey1,H1_Chlorophyll,microg/L,,,
669,WCSH_Whiskey1,H1_Conductiv,mS/cm,,,
670,WCSH_Whiskey1,H1_Oxygen,mg/L,,,
671,WCSH_Whiskey1,H1_OxygenSat,%,,,
672,WCSH_Whiskey1,H1_Pressure,decibars,,,
673,WCSH_Whiskey1,H1_Salinity,PSU,,,
674,WCSH_Whiskey1,H1_TCO2,micromol/kg,,,
675,WCSH_Whiskey1,H1_Turbidity,NTU,,,
676,WCSH_Whiskey1,H1_WaterDepth,ft,,,
677,WCSH_Whiskey1,H1_WaterLevel,ft,,,
678,WCSH_Whiskey1,H1_WaterTemp,C,,,
679,WCSH_Whiskey1,H1_WaveHght,ft,,,
680,WCSH_Whiskey1,H2_CO2,microatm,,,
681,WCSH_Whiskey1,H4_Oxygen,micromol/kg,,,
682,WCSH_Whiskey1,H1_pH,pH,,,
