station_id,date_time,parameter,value,unit,depth,depth_unit
NERRS_sfbccwq,2021-10-15 08:30:00-07:00,H1_Salinity,35.4,PSU,-24,ft
NERRS_sfbccwq,2021-10-15 08:45:00-07:00,H1_Salinity,35.7,PSU,-23,ft
NERRS_sfbccwq,2021-10-15 09:00:00-07:00,H1_Salinity,36.1,PSU,-23,ft
NERRS_sfbccwq,2021-10-15 09:15:00-07:00,H1_Salinity,36.5,PSU,-23,ft
NERRS_sfbccwq,2021-10-15 09:30:00-07:00,H1_Salinity,36.8,PSU,-23,ft
NERRS_sfbccwq,2021-10-15 09:45:00-07:00,H1_Salinity,37.0,PSU,-24,ft
NERRS_sfbccwq,2021-10-15 10:00:00-07:00,H1_Salinity,37.3,PSU,-24,ft
NERRS_sfbccwq,2021-10-15 10:15:00-07:00,H1_Salinity,37.3,PSU,-23,ft
NERRS_sfbccwq,2021-10-15 10:30:00-07:00,H1_Salinity,37.3,PSU,-23,ft
NERRS_sfbccwq,2021-10-15 10:45:00-07:00,H1_Salinity,37.2,PSU,-24,ft
NERRS_sfbccwq,2021-10-15 11:00:00-07:00,H1_Salinity,37.2,PSU,-23,ft
NERRS_sfbccwq,2021-10-15 11:15:00-07:00,H1_Salinity,37.1,PSU,-24,ft
NERRS_sfbccwq,2021-10-15 11:30:00-07:00,H1_Salinity,37.1,PSU,-24,ft
NERRS_sfbccwq,2021-10-15 11:45:00-07:00,H1_Salinity,37.0,PSU,-24,ft
NERRS_sfbccwq,2021-10-15 12:00:00-07:00,H1_Salinity,36.6,PSU,-24,ft
NERRS_sfbccwq,2021-10-15 12:15:00-07:00,H1_Salinity,36.4,PSU,-24,ft
NERRS_sfbccwq,2021-10-15 12:30:00-07:00,H1_Salinity,36.6,PSU,-24,ft
NERRS_sfbccwq,2021-10-15 12:45:00-07:00,H1_Salinity,36.5,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 13:00:00-07:00,H1_Salinity,36.6,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 13:15:00-07:00,H1_Salinity,36.5,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 13:30:00-07:00,H1_Salinity,36.2,PSU,-27,ft
NERRS_sfbccwq,2021-10-15 13:45:00-07:00,H1_Salinity,36.5,PSU,-28,ft
NERRS_sfbccwq,2021-10-15 14:00:00-07:00,H1_Salinity,36.5,PSU,-29,ft
NERRS_sfbccwq,2021-10-15 14:15:00-07:00,H1_Salinity,36.3,PSU,-29,ft
NERRS_sfbccwq,2021-10-15 14:30:00-07:00,H1_Salinity,36.9,PSU,-30,ft
NERRS_sfbccwq,2021-10-15 14:45:00-07:00,H1_Salinity,36.9,PSU,-31,ft
NERRS_sfbccwq,2021-10-15 15:00:00-07:00,H1_Salinity,36.6,PSU,-31,ft
NERRS_sfbccwq,2021-10-15 15:15:00-07:00,H1_Salinity,36.5,PSU,-31,ft
NERRS_sfbccwq,2021-10-15 15:30:00-07:00,H1_Salinity,36.6,PSU,-31,ft
NERRS_sfbccwq,2021-10-15 15:45:00-07:00,H1_Salinity,36.5,PSU,-30,ft
NERRS_sfbccwq,2021-10-15 16:00:00-07:00,H1_Salinity,36.6,PSU,-30,ft
NERRS_sfbccwq,2021-10-15 16:15:00-07:00,H1_Salinity,36.6,PSU,-31,ft
NERRS_sfbccwq,2021-10-15 16:30:00-07:00,H1_Salinity,36.7,PSU,-31,ft
NERRS_sfbccwq,2021-10-15 16:45:00-07:00,H1_Salinity,36.8,PSU,-31,ft
NERRS_sfbccwq,2021-10-15 17:00:00-07:00,H1_Salinity,37.0,PSU,-31,ft
NERRS_sfbccwq,2021-10-15 17:15:00-07:00,H1_Salinity,36.9,PSU,-30,ft
NERRS_sfbccwq,2021-10-15 17:30:00-07:00,H1_Salinity,36.7,PSU,-30,ft
NERRS_sfbccwq,2021-10-15 17:45:00-07:00,H1_Salinity,36.7,PSU,-29,ft
NERRS_sfbccwq,2021-10-15 18:00:00-07:00,H1_Salinity,36.5,PSU,-28,ft
NERRS_sfbccwq,2021-10-15 18:15:00-07:00,H1_Salinity,36.6,PSU,-27,ft
NERRS_sfbccwq,2021-10-15 18:30:00-07:00,H1_Salinity,36.8,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 18:45:00-07:00,H1_Salinity,36.9,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 19:00:00-07:00,H1_Salinity,36.9,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 19:15:00-07:00,H1_Salinity,37.0,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 19:30:00-07:00,H1_Salinity,37.1,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 19:45:00-07:00,H1_Salinity,37.4,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 20:00:00-07:00,H1_Salinity,37.5,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 20:15:00-07:00,H1_Salinity,37.9,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 20:30:00-07:00,H1_Salinity,38.2,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 20:45:00-07:00,H1_Salinity,38.6,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 21:00:00-07:00,H1_Salinity,38.7,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 21:15:00-07:00,H1_Salinity,38.7,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 21:30:00-07:00,H1_Salinity,38.8,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 21:45:00-07:00,H1_Salinity,38.8,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 22:00:00-07:00,H1_Salinity,38.8,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 22:15:00-07:00,H1_Salinity,38.8,PSU,-26,ft
NERRS_sfbccwq,2021-10-15 22:30:00-07:00,H1_Salinity,38.7,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 22:45:00-07:00,H1_Salinity,37.8,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 23:00:00-07:00,H1_Salinity,37.1,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 23:15:00-07:00,H1_Salinity,37.1,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 23:30:00-07:00,H1_Salinity,37.4,PSU,-25,ft
NERRS_sfbccwq,2021-10-15 23:45:00-07:00,H1_Salinity,37.1,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 00:00:00-07:00,H1_Salinity,36.9,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 00:15:00-07:00,H1_Salinity,36.8,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 00:30:00-07:00,H1_Salinity,36.4,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 00:45:00-07:00,H1_Salinity,36.4,PSU,-26,ft
NERRS_sfbccwq,2021-10-16 01:00:00-07:00,H1_Salinity,36.4,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 01:15:00-07:00,H1_Salinity,36.3,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 01:30:00-07:00,H1_Salinity,36.2,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 01:45:00-07:00,H1_Salinity,36.2,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 02:00:00-07:00,H1_Salinity,36.1,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 02:15:00-07:00,H1_Salinity,36.0,PSU,-23,ft
NERRS_sfbccwq,2021-10-16 02:30:00-07:00,H1_Salinity,35.9,PSU,-23,ft
NERRS_sfbccwq,2021-10-16 02:45:00-07:00,H1_Salinity,35.8,PSU,-23,ft
NERRS_sfbccwq,2021-10-16 03:00:00-07:00,H1_Salinity,35.6,PSU,-23,ft
NERRS_sfbccwq,2021-10-16 03:15:00-07:00,H1_Salinity,35.3,PSU,-22,ft
NERRS_sfbccwq,2021-10-16 03:30:00-07:00,H1_Salinity,34.9,PSU,-22,ft
NERRS_sfbccwq,2021-10-16 03:45:00-07:00,H1_Salinity,34.8,PSU,-23,ft
NERRS_sfbccwq,2021-10-16 04:00:00-07:00,H1_Salinity,34.5,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 04:15:00-07:00,H1_Salinity,34.4,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 04:30:00-07:00,H1_Salinity,34.4,PSU,-23,ft
NERRS_sfbccwq,2021-10-16 04:45:00-07:00,H1_Salinity,34.4,PSU,-22,ft
NERRS_sfbccwq,2021-10-16 05:00:00-07:00,H1_Salinity,34.5,PSU,-23,ft
NERRS_sfbccwq,2021-10-16 05:15:00-07:00,H1_Salinity,34.5,PSU,-23,ft
NERRS_sfbccwq,2021-10-16 05:30:00-07:00,H1_Salinity,34.6,PSU,-23,ft
NERRS_sfbccwq,2021-10-16 05:45:00-07:00,H1_Salinity,35.1,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 06:00:00-07:00,H1_Salinity,35.3,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 06:15:00-07:00,H1_Salinity,35.3,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 06:30:00-07:00,H1_Salinity,35.4,PSU,-26,ft
NERRS_sfbccwq,2021-10-16 06:45:00-07:00,H1_Salinity,35.5,PSU,-26,ft
NERRS_sfbccwq,2021-10-16 07:00:00-07:00,H1_Salinity,35.5,PSU,-26,ft
NERRS_sfbccwq,2021-10-16 07:15:00-07:00,H1_Salinity,35.2,PSU,-26,ft
NERRS_sfbccwq,2021-10-16 07:30:00-07:00,H1_Salinity,35.5,PSU,-26,ft
NERRS_sfbccwq,2021-10-16 07:45:00-07:00,H1_Salinity,35.6,PSU,-26,ft
NERRS_sfbccwq,2021-10-16 08:00:00-07:00,H1_Salinity,35.6,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 08:15:00-07:00,H1_Salinity,35.7,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 08:30:00-07:00,H1_Salinity,35.7,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 08:45:00-07:00,H1_Salinity,35.8,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 09:00:00-07:00,H1_Salinity,36.2,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 09:15:00-07:00,H1_Salinity,36.6,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 09:30:00-07:00,H1_Salinity,37.2,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 09:45:00-07:00,H1_Salinity,37.3,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 10:00:00-07:00,H1_Salinity,37.4,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 10:15:00-07:00,H1_Salinity,37.5,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 10:30:00-07:00,H1_Salinity,37.6,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 10:45:00-07:00,H1_Salinity,37.6,PSU,-23,ft
NERRS_sfbccwq,2021-10-16 11:00:00-07:00,H1_Salinity,37.6,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 11:15:00-07:00,H1_Salinity,37.7,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 11:30:00-07:00,H1_Salinity,37.8,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 11:45:00-07:00,H1_Salinity,37.8,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 12:00:00-07:00,H1_Salinity,37.7,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 12:15:00-07:00,H1_Salinity,37.6,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 12:30:00-07:00,H1_Salinity,37.5,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 12:45:00-07:00,H1_Salinity,37.2,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 13:00:00-07:00,H1_Salinity,37.2,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 13:15:00-07:00,H1_Salinity,37.5,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 13:30:00-07:00,H1_Salinity,37.3,PSU,-25,ft
NERRS_sfbccwq,2021-10-16 13:45:00-07:00,H1_Salinity,37.5,PSU,-24,ft
NERRS_sfbccwq,2021-10-16 14:00:00-07:00,H1_Salinity,37.3,PSU,-26,ft
NERRS_sfbccwq,2021-10-16 14:15:00-07:00,H1_Salinity,37.3,PSU,-28,ft
NERRS_sfbccwq,2021-10-16 14:30:00-07:00,H1_Salinity,37.3,PSU,-28,ft
NERRS_sfbccwq,2021-10-16 14:45:00-07:00,H1_Salinity,37.5,PSU,-29,ft
NERRS_sfbccwq,2021-10-16 15:00:00-07:00,H1_Salinity,37.7,PSU,-29,ft
NERRS_sfbccwq,2021-10-16 15:15:00-07:00,H1_Salinity,37.7,PSU,-30,ft
NERRS_sfbccwq,2021-10-16 15:30:00-07:00,H1_Salinity,37.2,PSU,-30,ft
NERRS_sfbccwq,2021-10-16 15:45:00-07:00,H1_Salinity,37.6,PSU,-30,ft
NERRS_sfbccwq,2021-10-16 16:00:00-07:00,H1_Salinity,37.6,PSU,-31,ft
NERRS_sfbccwq,2021-10-16 16:15:00-07:00,H1_Salinity,37.3,PSU,-31,ft
NERRS_sfbccwq,2021-10-16 16:30:00-07:00,H1_Salinity,37.3,PSU,-31,ft
NERRS_sfbccwq,2021-10-16 16:45:00-07:00,H1_Salinity,37.4,PSU,-31,ft
NERRS_sfbccwq,2021-10-16 17:00:00-07:00,H1_Salinity,37.3,PSU,-31,ft
ORCA_Twanoh,2021-10-15 12:19:04-07:00,H1_Salinity,30.3078,PSU,-66,ft
ORCA_Twanoh,2021-10-16 12:19:11-07:00,H1_Salinity,30.3843,PSU,-66,ft
PMELCO2_cce1,2021-10-14 17:17:00-07:00,H1_CO2,393.1,ppm,-3,ft
PMELCO2_cce1,2021-10-14 20:17:00-07:00,H1_CO2,392.5,ppm,-3,ft
PMELCO2_cce1,2021-10-14 23:17:00-07:00,H1_CO2,393.2,ppm,-3,ft
PMELCO2_cce1,2021-10-15 02:17:00-07:00,H1_CO2,394.4,ppm,-3,ft
PMELCO2_cce1,2021-10-15 05:17:00-07:00,H1_CO2,394.3,ppm,-3,ft
PMELCO2_cce1,2021-10-15 08:17:00-07:00,H1_CO2,393.3,ppm,-3,ft
PMELCO2_cce1,2021-10-15 11:17:00-07:00,H1_CO2,394.7,ppm,-3,ft
PMELCO2_cce1,2021-10-15 14:17:00-07:00,H1_CO2,408.2,ppm,-3,ft
PMELCO2_cce1,2021-10-15 17:17:00-07:00,H1_CO2,410.3,ppm,-3,ft
PMELCO2_cce1,2021-10-15 20:17:00-07:00,H1_CO2,401.7,ppm,-3,ft
PMELCO2_cce1,2021-10-15 23:17:00-07:00,H1_CO2,401.4,ppm,-3,ft
PMELCO2_cce1,2021-10-16 02:17:00-07:00,H1_CO2,398.9,ppm,-3,ft
PMELCO2_cce1,2021-10-16 05:17:00-07:00,H1_CO2,398.0,ppm,-3,ft
PMELCO2_cce1,2021-10-16 08:17:00-07:00,H1_CO2,395.6,ppm,-3,ft
PMELCO2_cce1,2021-10-16 11:17:00-07:00,H1_CO2,397.0,ppm,-3,ft
PMELCO2_cce1,2021-10-16 14:17:00-07:00,H1_CO2,416.8,ppm,-3,ft
NERRS_elksmwq,2021-10-14 17:00:00-07:00,H1_pH,7.9,,5,ft
NERRS_elksmwq,2021-10-14 17:15:00-07:00,H1_pH,7.9,,5,ft
NERRS_elksmwq,2021-10-14 18:30:00-07:00,H1_pH,7.9,,6,ft
NERRS_elksmwq,2021-10-14 18:45:00-07:00,H1_pH,7.8,,6,ft
NERRS_elksmwq,2021-10-14 19:00:00-07:00,H1_pH,7.9,,6,ft
NERRS_elksmwq,2021-10-14 19:15:00-07:00,H1_pH,7.9,,6,ft
NERRS_elksmwq,2021-10-14 19:30:00-07:00,H1_pH,7.9,,5,ft
NERRS_elksmwq,2021-10-14 19:45:00-07:00,H1_pH,7.9,,5,ft
NERRS_elksmwq,2021-10-14 20:00:00-07:00,H1_pH,7.9,,5,ft
NERRS_elksmwq,2021-10-14 20:15:00-07:00,H1_pH,8.0,,5,ft
NERRS_elksmwq,2021-10-14 20:30:00-07:00,H1_pH,8.0,,5,ft
NERRS_elksmwq,2021-10-14 20:45:00-07:00,H1_pH,8.0,,5,ft
NERRS_elksmwq,2021-10-14 21:00:00-07:00,H1_pH,8.1,,5,ft
NERRS_elksmwq,2021-10-14 21:15:00-07:00,H1_pH,8.1,,4,ft
NERRS_elksmwq,2021-10-14 21:30:00-07:00,H1_pH,8.1,,4,ft
NERRS_elksmwq,2021-10-14 21:45:00-07:00,H1_pH,8.1,,4,ft
NERRS_elksmwq,2021-10-14 22:00:00-07:00,H1_pH,8.1,,4,ft
NERRS_elksmwq,2021-10-14 22:15:00-07:00,H1_pH,8.1,,3,ft
NERRS_elksmwq,2021-10-14 22:30:00-07:00,H1_pH,8.1,,3,ft
NERRS_elksmwq,2021-10-14 22:45:00-07:00,H1_pH,8.1,,3,ft
NERRS_elksmwq,2021-10-14 23:00:00-07:00,H1_pH,8.1,,3,ft
NERRS_elksmwq,2021-10-14 23:15:00-07:00,H1_pH,8.1,,2,ft
NERRS_elksmwq,2021-10-14 23:30:00-07:00,H1_pH,8.1,,2,ft
NERRS_elksmwq,2021-10-14 23:45:00-07:00,H1_pH,8.1,,2,ft
NERRS_elksmwq,2021-10-15 00:00:00-07:00,H1_pH,8.1,,1,ft
NERRS_elksmwq,2021-10-15 00:15:00-07:00,H1_pH,8.1,,1,ft
NERRS_elksmwq,2021-10-15 00:30:00-07:00,H1_pH,8.1,,1,ft
NERRS_elksmwq,2021-10-15 00:45:00-07:00,H1_pH,8.1,,0,ft
NERRS_elksmwq,2021-10-15 01:00:00-07:00,H1_pH,8.1,,0,ft
NERRS_elksmwq,2021-10-15 01:15:00-07:00,H1_pH,8.1,,0,ft
NERRS_elksmwq,2021-10-15 01:30:00-07:00,H1_pH,8.0,,0,ft
NERRS_elksmwq,2021-10-15 01:45:00-07:00,H1_pH,8.0,,0,ft
NERRS_elksmwq,2021-10-15 02:00:00-07:00,H1_pH,8.0,,0,ft
NERRS_elksmwq,2021-10-15 02:15:00-07:00,H1_pH,8.0,,0,ft
NERRS_elksmwq,2021-10-15 02:30:00-07:00,H1_pH,8.0,,1,ft
NERRS_elksmwq,2021-10-15 02:45:00-07:00,H1_pH,8.1,,1,ft
NERRS_elksmwq,2021-10-15 03:00:00-07:00,H1_pH,8.1,,1,ft
NERRS_elksmwq,2021-10-15 03:15:00-07:00,H1_pH,8.0,,1,ft
NERRS_elksmwq,2021-10-15 03:30:00-07:00,H1_pH,8.0,,1,ft
NERRS_elksmwq,2021-10-15 03:45:00-07:00,H1_pH,8.0,,1,ft
NERRS_elksmwq,2021-10-15 04:00:00-07:00,H1_pH,8.1,,2,ft
NERRS_elksmwq,2021-10-15 04:15:00-07:00,H1_pH,8.1,,2,ft
NERRS_elksmwq,2021-10-15 04:30:00-07:00,H1_pH,8.0,,2,ft
NERRS_elksmwq,2021-10-15 04:45:00-07:00,H1_pH,8.0,,2,ft
NERRS_elksmwq,2021-10-15 05:00:00-07:00,H1_pH,8.0,,2,ft
NERRS_elksmwq,2021-10-15 05:15:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 05:30:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 05:45:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 06:00:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 06:15:00-07:00,H1_pH,8.0,,4,ft
NERRS_elksmwq,2021-10-15 06:30:00-07:00,H1_pH,7.9,,4,ft
NERRS_elksmwq,2021-10-15 06:45:00-07:00,H1_pH,7.9,,4,ft
NERRS_elksmwq,2021-10-15 07:00:00-07:00,H1_pH,7.9,,4,ft
NERRS_elksmwq,2021-10-15 07:15:00-07:00,H1_pH,7.9,,4,ft
NERRS_elksmwq,2021-10-15 08:30:00-07:00,H1_pH,7.8,,5,ft
NERRS_elksmwq,2021-10-15 08:45:00-07:00,H1_pH,7.9,,5,ft
NERRS_elksmwq,2021-10-15 09:00:00-07:00,H1_pH,7.9,,5,ft
NERRS_elksmwq,2021-10-15 09:15:00-07:00,H1_pH,7.9,,5,ft
NERRS_elksmwq,2021-10-15 10:30:00-07:00,H1_pH,7.9,,4,ft
NERRS_elksmwq,2021-10-15 10:45:00-07:00,H1_pH,7.9,,4,ft
NERRS_elksmwq,2021-10-15 11:00:00-07:00,H1_pH,8.0,,4,ft
NERRS_elksmwq,2021-10-15 11:15:00-07:00,H1_pH,8.0,,4,ft
NERRS_elksmwq,2021-10-15 12:30:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 12:45:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 13:00:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 13:15:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 13:30:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 13:45:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 14:00:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 14:15:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 14:30:00-07:00,H1_pH,8.0,,3,ft
NERRS_elksmwq,2021-10-15 14:45:00-07:00,H1_pH,8.0,,3,ft
