station_id,date_time,parameter,value,unit,depth,depth_unit
NERRS_sfbccwq,2021-10-24 15:30:00-07:00,salinity,38.3,PSU,-25,ft
PMELCO2_whots,2019-11-10 04:17:00-08:00,salinity,34.63,PSU,-3,ft
NERRS_soswiwq,2021-10-05 20:00:00-07:00,water_temperature,55.76,°F,-1,ft
NERRS_pdbbywq,2021-09-12 22:45:00-07:00,salinity,29.9,PSU,-12,ft
PMELCO2_crimp,2019-07-05 23:17:00-07:00,water_temperature,82.688,°F,-3,ft
NERRS_tjroswq,2021-11-01 15:15:00-07:00,pH,7.7,,4,ft
PMELCO2_alawai,2011-06-03 02:17:00-07:00,salinity,34.59,PSU,-3,ft
PMELCO2_cce2,2016-07-26 20:17:00-07:00,co2,317.1,ppm,-3,ft
NERRS_elkvmwq,2021-09-12 03:45:00-07:00,water_temperature,57.02,°F,4,ft
NERRS_pdbbywq,2021-10-02 01:00:00-07:00,water_temperature,53.6,°F,-11,ft
PMELCO2_alawai,2018-11-14 07:17:00-08:00,salinity,34.06,PSU,-3,ft
PMELCO2_whots,2018-06-29 08:17:00-07:00,water_temperature,78.53,°F,-3,ft
NERRS_elkvmwq,2021-10-01 22:45:00-07:00,salinity,34.2,PSU,4,ft
PMELCO2_whots,2017-08-06 02:17:00-07:00,salinity,34.91,PSU,-3,ft
NERRS_pdbbywq,2021-10-08 06:15:00-07:00,water_temperature,52.16,°F,-12,ft
PMELCO2_alawai,2013-07-03 23:17:00-07:00,salinity,34.76,PSU,-3,ft
NERRS_pdbbywq,2021-09-15 22:30:00-07:00,oxygen_saturation,80.4,%,-11,ft
NERRS_elkvmwq,2021-09-15 07:45:00-07:00,water_temperature,54.68,°F,4,ft
NERRS_pdbbpwq,2021-09-07 02:45:00-07:00,oxygen_saturation,115.5,%,-9,ft
PMELCO2_crimp,2009-11-09 12:16:00-08:00,co2,493.1,ppm,-3,ft
NERRS_pdbbpwq,2021-09-20 21:00:00-07:00,water_temperature,58.1,°F,-9,ft
NERRS_sfbccwq,2021-10-03 05:45:00-07:00,water_temperature,-146.2,°F,-17,ft
NERRS_pdbbywq,2021-10-02 20:45:00-07:00,oxygen_concentration,8.0,mg/L,-10,ft
PMELCO2_alawai,2019-04-14 14:17:00-07:00,co2,401.6,ppm,-3,ft
PMELCO2_whots,2008-05-21 11:16:00-07:00,co2,379.7,ppm,-3,ft
PMELCO2_cce2,2018-02-10 16:17:00-08:00,pH,8.066,,-3,ft
CARLSBD_Aquafarm1,2019-10-26 13:00:24-07:00,water_temperature,64.66694,°F,-15,ft
NERRS_sfbgcwq,2021-10-11 22:45:00-07:00,water_temperature,99.5,°F,-22,ft
PMELCO2_crimp,2008-11-22 10:16:00-08:00,water_temperature,73.76,°F,-3,ft
PMELCO2_whots,2014-08-26 23:17:00-07:00,salinity,35.11,PSU,-3,ft
NERRS_tjroswq,2021-10-06 12:00:00-07:00,water_temperature,67.1,°F,5,ft
PMELCO2_cce2,2010-02-16 13:17:00-08:00,water_temperature,56.732,°F,-3,ft
PMELCO2_whots,2011-05-04 11:17:00-07:00,water_temperature,76.748,°F,-3,ft
PMELCO2_cce2,2021-10-24 23:17:00-07:00,salinity,33.47,PSU,-3,ft
PMELCO2_whots,2018-02-28 19:17:00-08:00,co2,371.2,ppm,-3,ft
PMELCO2_whots,2013-09-13 20:17:00-07:00,water_temperature,80.492,°F,-3,ft
PMELCO2_cce2,2017-12-29 10:17:00-08:00,pH,8.071,,-3,ft
NERRS_soswiwq,2021-10-10 01:45:00-07:00,oxygen_saturation,76.3,%,-4,ft
PMELCO2_cce2,2021-01-21 22:17:00-08:00,water_temperature,56.552,°F,-3,ft
PMELCO2_whots,2012-09-18 16:47:00-07:00,salinity,34.98,PSU,-3,ft
NERRS_pdbbywq,2021-09-19 01:15:00-07:00,pH,7.8,,-11,ft
NERRS_tjroswq,2021-09-21 12:45:00-07:00,salinity,34.0,PSU,5,ft
PMELCO2_whots,2016-12-02 22:17:00-08:00,salinity,35.15,PSU,-3,ft
PMELCO2_cce2,2011-09-15 08:17:00-07:00,water_temperature,57.362,°F,-3,ft
NERRS_elksmwq,2021-10-10 10:45:00-07:00,oxygen_saturation,72.1,%,5,ft
NERRS_elksmwq,2021-09-26 11:15:00-07:00,salinity,33.6,PSU,5,ft
PMELCO2_cce1,2018-03-30 23:17:00-07:00,pH,8.071,,-3,ft
PMELCO2_cce1,2016-01-03 04:17:00-08:00,water_temperature,58.604,°F,-3,ft
PMELCO2_cce1,2017-12-28 01:17:00-08:00,pH,8.068,,-3,ft
NERRS_elksmwq,2021-09-29 14:30:00-07:00,oxygen_concentration,6.7,mg/L,4,ft
PMELCO2_whots,2016-01-29 10:17:00-08:00,salinity,35.02,PSU,-3,ft
PMELCO2_whots,2019-03-18 02:17:00-07:00,salinity,34.79,PSU,-3,ft
PMELCO2_whots,2007-12-15 10:16:00-08:00,co2,369.2,ppm,-3,ft
PMELCO2_alawai,2019-08-31 08:17:00-07:00,salinity,34.76,PSU,-3,ft
PMELCO2_cce2,2015-03-05 04:17:00-08:00,salinity,33.21,PSU,-3,ft
NERRS_pdbbywq,2021-09-30 01:00:00-07:00,salinity,29.7,PSU,-10,ft
PMELCO2_kaneohe,2016-05-25 23:17:00-07:00,water_temperature,78.044,°F,-3,ft
NERRS_soswiwq,2021-10-25 11:00:00-07:00,salinity,29.2,PSU,-5,ft
PMELCO2_alawai,2009-01-11 07:17:00-08:00,water_temperature,75.632,°F,-3,ft
PMELCO2_alawai,2016-09-04 05:17:00-07:00,co2,458.0,ppm,-3,ft
NDBC_46041,2021-10-02 08:40:00-07:00,water_temperature,56.84,°F,-2,ft
PMELCO2_cce2,2011-06-10 14:17:00-07:00,salinity,33.52,PSU,-3,ft
PMELCO2_crimp,2013-01-21 16:17:00-08:00,water_temperature,72.68,°F,-3,ft
PMELCO2_cce2,2018-09-01 17:17:00-07:00,salinity,33.57,PSU,-3,ft
NERRS_sfbsmwq,2021-09-12 22:15:00-07:00,water_temperature,71.78,°F,-7,ft
PMELCO2_cce1,2015-05-15 17:17:00-07:00,water_temperature,60.638,°F,-3,ft
NERRS_elksmwq,2021-10-10 19:30:00-07:00,oxygen_saturation,106.5,%,1,ft
NERRS_elkapwq,2021-10-19 13:15:00-07:00,pH,8.1,,6,ft
PMELCO2_kaneohe,2016-09-15 05:17:00-07:00,salinity,34.56,PSU,-3,ft
NERRS_sfbccwq,2021-09-25 11:45:00-07:00,water_temperature,-146.2,°F,-24,ft
PMELCO2_kilonalu,2009-04-22 23:17:00-07:00,salinity,35.05,PSU,-3,ft
PMELCO2_crimp,2008-08-31 17:16:00-07:00,co2,356.4,ppm,-3,ft
PMELCO2_cce2,2013-06-07 20:17:00-07:00,co2,330.5,ppm,-3,ft
CARLSBD_Aquafarm1,2020-03-19 14:00:25-07:00,salinity,32.051,PSU,-15,ft
NERRS_elkapwq,2021-09-24 03:15:00-07:00,pH,7.6,,5,ft
NERRS_sfbccwq,2021-10-10 17:45:00-07:00,oxygen_saturation,1.6,%,-25,ft
PMELCO2_cce1,2015-10-16 05:17:00-07:00,co2,438.5,ppm,-3,ft
PMELCO2_cce1,2010-07-12 14:17:00-07:00,salinity,33.15,PSU,-3,ft
PMELCO2_kaneohe,2018-05-02 08:17:00-07:00,co2,420.2,ppm,-3,ft
PMELCO2_whots,2018-06-26 02:17:00-07:00,salinity,34.78,PSU,-3,ft
PMELCO2_alawai,2015-03-02 07:17:00-08:00,co2,399.4,ppm,-3,ft
PMELCO2_kaneohe,2014-12-13 22:17:00-08:00,salinity,35.19,PSU,-3,ft
PMELCO2_cce2,2013-09-24 23:17:00-07:00,water_temperature,57.884,°F,-3,ft
PMELCO2_alawai,2011-11-06 10:17:00-08:00,co2,457.5,ppm,-3,ft
PMELCO2_whots,2011-03-31 14:17:00-07:00,co2,373.1,ppm,-3,ft
PMELCO2_cce2,2019-10-10 20:17:00-07:00,salinity,33.58,PSU,-3,ft
NERRS_elkvmwq,2021-10-03 20:15:00-07:00,salinity,33.8,PSU,5,ft
PMELCO2_kilonalu,2013-06-23 23:17:00-07:00,co2,389.9,ppm,-3,ft
PMELCO2_cce2,2016-01-03 01:17:00-08:00,pH,8.01,,-3,ft
NERRS_tjroswq,2021-10-22 17:45:00-07:00,pH,7.6,,3,ft
PMELCO2_crimp,2015-05-01 17:17:00-07:00,salinity,34.82,PSU,-3,ft
PMELCO2_cce1,2017-03-19 02:17:00-07:00,co2,388.5,ppm,-3,ft
NERRS_sfbgcwq,2021-09-06 10:45:00-07:00,oxygen_saturation,84.0,%,-7,ft
PMELCO2_whots,2014-08-15 20:17:00-07:00,pH,8.048,,-3,ft
PMELCO2_crimp,2009-10-23 11:17:00-07:00,co2,518.6,ppm,-3,ft
NERRS_tjroswq,2021-09-06 08:30:00-07:00,oxygen_saturation,16.4,%,4,ft
PMELCO2_cce1,2012-09-08 20:17:01-07:00,co2,385.9,ppm,-3,ft
PMELCO2_cce1,2012-12-27 16:17:00-08:00,salinity,33.2,PSU,-3,ft
CARLSBD_Aquafarm1,2019-09-30 10:00:24-07:00,water_pressure,5.379,dbar,-15,ft
NERRS_elksmwq,2021-10-23 00:00:00-07:00,oxygen_saturation,83.8,%,4,ft
PMELCO2_crimp,2021-05-29 17:17:00-07:00,co2,319.0,ppm,-3,ft
PMELCO2_cce1,2020-05-16 05:17:00-07:00,water_temperature,60.17,°F,-3,ft
PMELCO2_crimp,2021-01-04 01:17:00-08:00,co2,468.0,ppm,-3,ft
PMELCO2_cce2,2014-10-20 08:17:00-07:00,water_temperature,67.442,°F,-3,ft
PMELCO2_whots,2015-11-18 19:17:00-08:00,pH,8.07,,-3,ft
CARLSBD_Aquafarm1,2019-09-19 16:00:24-07:00,water_temperature,71.99708,°F,-15,ft
PMELCO2_alawai,2008-12-08 07:17:00-08:00,co2,386.3,ppm,-3,ft
PMELCO2_alawai,2016-07-08 23:17:00-07:00,co2,384.7,ppm,-3,ft
PMELCO2_kilonalu,2015-04-04 02:17:00-07:00,co2,438.3,ppm,-3,ft
PMELCO2_crimp,2014-10-25 05:17:00-07:00,water_temperature,80.168,°F,-3,ft
NERRS_sfbgcwq,2021-10-09 00:45:00-07:00,salinity,84.8,PSU,-24,ft
PMELCO2_crimp,2020-12-20 04:17:00-08:00,water_temperature,76.658,°F,-3,ft
PMELCO2_whots,2007-10-20 05:16:00-07:00,co2,383.8,ppm,-3,ft
PMELCO2_cce2,2010-04-27 14:17:00-07:00,co2,379.2,ppm,-3,ft
PMELCO2_cce2,2013-08-01 05:17:00-07:00,co2,361.0,ppm,-3,ft
NERRS_soswiwq,2021-09-19 08:30:00-07:00,oxygen_saturation,59.0,%,-2,ft
PMELCO2_alawai,2008-12-09 04:17:00-08:00,co2,403.8,ppm,-3,ft
PMELCO2_cce2,2012-05-31 11:17:00-07:00,water_temperature,52.934,°F,-3,ft
PMELCO2_cce2,2021-01-26 01:17:00-08:00,salinity,33.56,PSU,-3,ft
PMELCO2_crimp,2009-12-28 01:17:00-08:00,co2,369.4,ppm,-3,ft
PMELCO2_whots,2018-06-27 17:17:00-07:00,salinity,34.79,PSU,-3,ft
CARLSBD_Aquafarm1,2019-10-15 08:00:25-07:00,water_pressure,4.962,dbar,-15,ft
KC_SEAQYSI,2021-09-08 16:15:00-07:00,oxygen_saturation,66.9,%,-33,ft
PMELCO2_cce2,2021-05-04 02:17:00-07:00,salinity,33.67,PSU,-3,ft
NERRS_elkvmwq,2021-09-08 00:45:00-07:00,oxygen_saturation,79.5,%,5,ft
PMELCO2_alawai,2009-09-17 08:17:00-07:00,salinity,34.9,PSU,-3,ft
NERRS_elkapwq,2021-10-13 03:30:00-07:00,water_temperature,50.9,°F,5,ft
PMELCO2_cce1,2010-05-13 23:17:00-07:00,co2,362.4,ppm,-3,ft
PMELCO2_alawai,2019-11-24 01:17:00-08:00,salinity,33.85,PSU,-3,ft
PMELCO2_kaneohe,2015-02-04 01:17:00-08:00,co2,393.6,ppm,-3,ft
PMELCO2_alawai,2019-11-05 19:17:00-08:00,co2,467.8,ppm,-3,ft
CARLSBD_Aquafarm1,2020-02-14 14:00:25-08:00,oxygen_concentration,259.2482,µmol/kg,-15,ft
PMELCO2_alawai,2018-11-17 13:17:00-08:00,water_temperature,79.754,°F,-3,ft
NERRS_sfbccwq,2021-10-06 09:45:00-07:00,water_temperature,-146.2,°F,-23,ft
CARLSBD_Aquafarm1,2019-09-26 01:00:24-07:00,pH,7.8834,,-15,ft
PMELCO2_whots,2011-09-21 02:17:00-07:00,pH,8.072,,-3,ft
PMELCO2_cce2,2020-02-23 01:17:00-08:00,co2,388.9,ppm,-3,ft
PMELCO2_cce1,2009-12-26 04:17:00-08:00,water_temperature,60.188,°F,-3,ft
PMELCO2_whots,2017-12-22 19:17:00-08:00,co2,375.0,ppm,-3,ft
PMELCO2_cce2,2011-04-12 05:17:00-07:00,water_temperature,51.962,°F,-3,ft
PMELCO2_whots,2011-07-07 05:17:00-07:00,water_temperature,77.432,°F,-3,ft
NERRS_soswiwq,2021-09-28 05:30:00-07:00,water_temperature,59.18,°F,-5,ft
PMELCO2_alawai,2008-09-07 02:17:00-07:00,salinity,35.1,PSU,-3,ft
NERRS_soswiwq,2021-10-28 06:15:00-07:00,oxygen_saturation,82.0,%,-5,ft
PMELCO2_whots,2018-10-17 20:17:00-07:00,salinity,35.07,PSU,-3,ft
PMELCO2_whots,2016-02-16 19:17:00-08:00,pH,8.25,,-3,ft
NERRS_sfbgcwq,2021-09-21 15:15:00-07:00,oxygen_saturation,120.3,%,-9,ft
NERRS_pdbbpwq,2021-10-04 23:15:00-07:00,salinity,29.2,PSU,-7,ft
PMELCO2_cce2,2014-02-07 10:17:00-08:00,water_temperature,55.796,°F,-3,ft
PMELCO2_crimp,2010-01-21 01:17:00-08:00,water_temperature,73.598,°F,-3,ft
PMELCO2_crimp,2014-03-03 10:17:00-08:00,water_temperature,74.552,°F,-3,ft
PMELCO2_crimp,2020-10-29 20:17:00-07:00,pH,7.853,,-3,ft
PMELCO2_cce1,2019-04-06 05:17:00-07:00,salinity,33.39,PSU,-3,ft
PMELCO2_kilonalu,2009-05-17 08:17:00-07:00,co2,392.4,ppm,-3,ft
PMELCO2_cce1,2009-05-29 23:17:00-07:00,co2,371.5,ppm,-3,ft
NERRS_elkvmwq,2021-09-05 07:30:00-07:00,water_temperature,64.04,°F,1,ft
APL_Chaba,2021-10-10 08:17:00-07:00,oxygen_concentration,8.33,mg/L,-3,ft
NERRS_pdbbpwq,2021-10-16 03:30:00-07:00,salinity,29.6,PSU,-8,ft
PMELCO2_crimp,2019-07-16 05:17:00-07:00,co2,605.9,ppm,-3,ft
PMELCO2_whots,2008-12-05 10:16:00-08:00,water_temperature,76.982,°F,-3,ft
NERRS_elkapwq,2021-09-28 23:00:00-07:00,salinity,35.8,PSU,5,ft
NERRS_pdbbpwq,2021-10-01 12:00:00-07:00,oxygen_concentration,8.3,mg/L,-8,ft
PMELCO2_cce1,2017-07-10 05:17:00-07:00,water_temperature,62.312,°F,-3,ft
PMELCO2_kaneohe,2014-09-12 02:17:00-07:00,water_temperature,81.896,°F,-3,ft
NERRS_elkapwq,2021-09-25 18:30:00-07:00,water_temperature,73.58,°F,5,ft
PMELCO2_cce2,2010-12-09 04:17:00-08:00,water_temperature,55.976,°F,-3,ft
PMELCO2_kaneohe,2011-10-02 08:17:00-07:00,water_temperature,79.088,°F,-3,ft
PMELCO2_alawai,2012-08-07 20:17:00-07:00,salinity,35.04,PSU,-3,ft
PMELCO2_cce2,2015-05-09 17:17:00-07:00,pH,8.072,,-3,ft
KC_SEAQYSI,2021-10-15 10:30:00-07:00,oxygen_concentration,5.53,mg/L,-33,ft
CARLSBD_Aquafarm1,2020-03-30 21:30:25-07:00,pH,8.6112,,-15,ft
PMELCO2_kaneohe,2016-01-06 22:17:00-08:00,water_temperature,76.712,°F,-3,ft
PMELCO2_crimp,2014-12-29 04:17:00-08:00,water_temperature,73.706,°F,-3,ft
PMELCO2_cce1,2013-12-08 19:17:00-08:00,salinity,33.52,PSU,-3,ft
